"","date","state","gtrend","totals","urban_pop_percent","rural_pop_percent","year","population","percent_in_poverty","Median income","Standard error","partisan_index_dem","partisan_index_rep","month","percent_of_unemployed_poulation","label"
"35",2013-08-01,"North Dakota",43.9024390243902,5641,59.9,40.1,2013,723393,11.6,"67340","3645",0.456466864048467,0.543533140397963,8,2.9,"positive"
"36",2013-08-01,"Ohio",36.5853658536585,41954,77.9,22.1,2013,11594163,15.9,"59070","1765",0.502464495867421,0.497535494803756,8,7.5,"positive"
"37",2013-08-01,"Oklahoma",55.7142857142857,26282,66.2,33.8,2013,3849733,16.7,"55740","5201",0.337539612216696,0.662460377232787,8,5.1,"positive"
"38",2013-08-01,"Oregon",24.2857142857143,18504,81,19,2013,3892387,16.5,"71690","2574",0.570060640990148,0.429939360117229,8,7.5,"positive"
"39",2013-08-01,"Pennsylvania",40,70687,78.7,21.3,2013,12788956,13.7,"68690","2045",0.541293805356011,0.458706184206972,8,7,"positive"
"40",2013-08-01,"Rhode Island",34.2857142857143,1642,96,4,2013,1051165,14.7,"73610","2718",0.641037777733131,0.358962215433013,8,9.6,"positive"
"41",2013-08-01,"South Carolina",44.7368421052632,25637,66.3,33.7,2013,4774839,18.5,"55700","3781",0.404985671541685,0.595014324673895,8,7.2,"positive"
"42",2013-08-01,"South Dakota",50,5998,56.7,43.3,2013,844877,14,"69330","3858",0.472000110678939,0.527999889455888,8,3.7,"positive"
"43",2013-08-01,"Tennessee",47.3684210526316,39133,69.1,30.9,2013,6456243,17.8,"54110","3736",0.404634601118546,0.595365397476777,8,7.6,"positive"
"44",2013-08-01,"Texas",46.0526315789474,115380,84.7,15.3,2013,26448193,17.5,"67510","2054",0.418573661440807,0.581426340009488,8,6.3,"positive"
"45",2013-08-01,"Utah",57.8947368421053,30966,90.6,9.4,2013,2903379,12.6,"80170","5267",0.304407380148678,0.695592609995092,8,4.1,"positive"
"46",2013-08-01,"Vermont",43.859649122807,2306,33.3,66.7,2013,626630,12.3,"69830","3795",0.682249515507145,0.317750482068125,8,4.4,"positive"
"47",2013-08-01,"Virginia",40.3508771929825,33074,74.3,25.7,2013,8260405,11.7,"86090","3236",0.534706475183681,0.465293522079889,8,5.5,"positive"
"48",2013-08-01,"Washington",35.0877192982456,37388,84.1,15.9,2013,6971406,14.1,"76530","2799",0.546299036502706,0.453700974558521,8,6.7,"positive"
"49",2013-08-01,"West Virginia",59.2592592592593,16506,48.7,51.3,2013,1854304,18.4,"51230","3425",0.463092436210984,0.536907563515833,8,6.6,"negative"
"50",2013-08-01,"Wisconsin",37.037037037037,27420,70.2,29.8,2013,5742713,13.5,"70350","2977",0.56871307851943,0.43128692215774,8,6.6,"positive"
"51",2013-08-01,"Wyoming",64.8148148148148,4876,64.8,35.2,2013,576412,10.9,"70920","4034",0.281076817099676,0.718923184920501,8,4.6,"positive"
"52",2013-09-01,"Alabama",44.7761194029851,46263,59,41,2013,4831586,18.9,"52690","2947",0.371084432827645,0.628915560733272,9,7.3,"positive"
"53",2013-09-01,"Alaska",70.1492537313433,6047,66,34,2013,737626,10.1,"77840","4203",NA,NA,9,6.9,"negative"
"54",2013-09-01,"Arizona",46.2686567164179,22904,89.8,10.2,2013,6634690,18.6,"64430","6151",0.457421397642461,0.542578606626829,9,7.7,"positive"
"55",2013-09-01,"Arkansas",47.7611940298507,16195,56.2,43.8,2013,2960459,19.4,"50830","3042",0.485670183935342,0.514329818645026,9,7,"positive"
"56",2013-09-01,"California",32.9268292682927,104067,95,5,2013,38253768,16.8,"73240","1557",0.605693922560972,0.394306074976096,9,8.8,"negative"
"57",2013-09-01,"Colorado",41.4634146341463,31620,86.2,13.8,2013,5270774,12.9,"80680","3565",0.537118041492574,0.462881962818244,9,6.5,"positive"
"58",2013-09-01,"Connecticut",35.3658536585366,21666,88,12,2013,3595792,10.7,"86300","3243",0.600984173317023,0.39901581397252,9,7.8,"negative"
"59",2013-09-01,"Delaware",41.4634146341463,2515,83.3,16.7,2013,924062,12.9,"66490","3165",0.609321909186348,0.390678092552418,9,6.3,"positive"
"60",2013-09-01,"District of Columbia",41.0526315789474,36,100,0,2013,651559,18.8,"77250","3924",NA,NA,9,8.4,"positive"
"61",2013-09-01,"Florida",36.8421052631579,73216,91.2,8.8,2013,19551678,17.1,"60970","2003",0.506046840880987,0.493953154510654,9,7.3,"positive"
"62",2013-09-01,"Georgia",36.8421052631579,32309,75.1,24.9,2013,9975592,19,"60400","2494",0.460714025034313,0.539285975819194,9,7.9,"positive"
"63",2013-09-01,"Hawaii",33.6842105263158,1196,91.9,8.1,2013,1408822,11.2,"78180","2810",0.723255582976073,0.276744399721539,9,4.7,"positive"
"64",2013-09-01,"Idaho",52.112676056338,10165,70.6,29.4,2013,1612053,15.6,"65910","4655",0.348252869777414,0.651747134904574,9,7,"positive"
"65",2013-09-01,"Illinois",33.8028169014084,67839,88.5,11.5,2013,12895778,14.6,"72820","2220",0.569863048052304,0.430136955607837,9,9,"positive"
"66",2013-09-01,"Indiana",49.2957746478873,40129,72.4,27.6,2013,6570575,15.8,"64360","4100",0.475393519173986,0.524606474879605,9,7.1,"positive"
"67",2013-09-01,"Iowa",49.2957746478873,10873,64,36,2013,3093935,12.6,"69840","2504",0.479734692312437,0.520265304512222,9,4.6,"positive"
"68",2013-09-01,"Kansas",49.3670886075949,13318,71.4,28.6,2013,2894306,13.9,"65550","1907",0.390787885416327,0.609212107743861,9,5.2,"positive"
"69",2013-09-01,"Kentucky",49.3670886075949,54426,58.4,41.6,2013,4406906,18.8,"53680","2386",0.42251425596455,0.577485749479251,9,7.9,"positive"
"70",2013-09-01,"Louisiana",44.3037974683544,29508,73,27,2013,4626040,20,"50450","3638",0.421286985632492,0.578713016360474,9,6.2,"positive"
"71",2013-09-01,"Maine",46.8354430379747,8102,38.7,61.3,2013,1328543,14,"63810","2487",0.463690091408051,0.536309921563641,9,6.5,"positive"
"72",2013-09-01,"Maryland",53.5353535353535,49644,87.2,12.8,2013,5925197,10.2,"83090","5584",0.64017074029504,0.359829268376843,9,6.4,"positive"
"73",2013-09-01,"Massachusetts",31.3131313131313,18583,92,8,2013,6715158,11.9,"80160","4400",0.625272564957777,0.374727420690005,9,6.6,"positive"
"74",2013-09-01,"Michigan",39.3939393939394,36135,74.6,25.4,2013,9914802,17,"62130","2838",0.566842757749861,0.433157230948374,9,8.7,"positive"
"75",2013-09-01,"Minnesota",38.3838383838384,40431,73.3,26.7,2013,5414722,11.2,"77550","2347",0.545767401485365,0.454232592796497,9,4.9,"positive"
"76",2013-09-01,"Mississippi",51.4705882352941,14804,51.2,48.8,2013,2989839,23.9,"52010","2730",0.345814346274838,0.654185652474553,9,8.4,"positive"
"77",2013-09-01,"Missouri",42.6470588235294,35901,70.5,29.5,2013,6042989,15.8,"64060","4708",0.461373832407828,0.538626160039582,9,6.7,"positive"
"78",2013-09-01,"Montana",60.2941176470588,10194,55.9,44.1,2013,1014158,16.1,"56190","4140",0.520302766325178,0.479697235390665,9,5.2,"positive"
"79",2013-09-01,"Nebraska",42.6470588235294,5387,73.1,26.9,2013,1855525,12.9,"68470","2311",0.410154419991512,0.589845565903179,9,3.6,"positive"
"80",2013-09-01,"Nevada",50,8704,94.2,5.8,2013,2790136,15.8,"57760","3603",0.544294247052185,0.455705733534314,9,9.6,"positive"
"81",2013-09-01,"New Hampshire",50,10164,60.3,39.7,2013,1323459,9,"90810","4152",0.483197516128394,0.516802473714856,9,5.1,"positive"
"82",2013-09-01,"New Jersey",26.3157894736842,8091,94.7,5.3,2013,8882190,11.4,"78660","3893",0.576685162404114,0.423314833527291,9,8,"positive"
"83",2013-09-01,"New Mexico",55.2631578947368,10018,77.4,22.6,2013,2085286,21.4,"53640","3399",0.562666284257147,0.437333702228759,9,6.8,"positive"
"84",2013-09-01,"New York",24.390243902439,27247,91.9,8.1,2013,19570261,16,"68550","2091",0.646760293014104,0.353239705953295,9,7.7,"positive"
"85",2013-09-01,"North Carolina",42.6829268292683,34609,66.1,33.9,2013,9746170,17.8,"52470","2620",0.485831716513836,0.51416828145546,9,6.6,"negative"
"86",2013-09-01,"North Dakota",47.5609756097561,6707,59.9,40.1,2013,723393,11.6,"67340","3645",0.456466864048467,0.543533140397963,9,2.8,"positive"
"87",2013-09-01,"Ohio",39.0243902439024,42579,77.9,22.1,2013,11594163,15.9,"59070","1765",0.502464495867421,0.497535494803756,9,7.4,"positive"
"88",2013-09-01,"Oklahoma",52.8571428571429,23496,66.2,33.8,2013,3849733,16.7,"55740","5201",0.337539612216696,0.662460377232787,9,5.1,"positive"
"89",2013-09-01,"Oregon",21.4285714285714,19746,81,19,2013,3892387,16.5,"71690","2574",0.570060640990148,0.429939360117229,9,7.4,"positive"
"90",2013-09-01,"Pennsylvania",38.5714285714286,70015,78.7,21.3,2013,12788956,13.7,"68690","2045",0.541293805356011,0.458706184206972,9,6.9,"positive"
"91",2013-09-01,"Rhode Island",31.4285714285714,1622,96,4,2013,1051165,14.7,"73610","2718",0.641037777733131,0.358962215433013,9,9.5,"positive"
"92",2013-09-01,"South Carolina",46.0526315789474,20573,66.3,33.7,2013,4774839,18.5,"55700","3781",0.404985671541685,0.595014324673895,9,7,"positive"
"93",2013-09-01,"South Dakota",48.6842105263158,6812,56.7,43.3,2013,844877,14,"69330","3858",0.472000110678939,0.527999889455888,9,3.6,"positive"
"94",2013-09-01,"Tennessee",50,40207,69.1,30.9,2013,6456243,17.8,"54110","3736",0.404634601118546,0.595365397476777,9,7.5,"positive"
"95",2013-09-01,"Texas",46.0526315789474,111067,84.7,15.3,2013,26448193,17.5,"67510","2054",0.418573661440807,0.581426340009488,9,6.2,"positive"
"96",2013-09-01,"Utah",59.6491228070175,19074,90.6,9.4,2013,2903379,12.6,"80170","5267",0.304407380148678,0.695592609995092,9,4.1,"positive"
"97",2013-09-01,"Vermont",42.1052631578947,2742,33.3,66.7,2013,626630,12.3,"69830","3795",0.682249515507145,0.317750482068125,9,4.4,"positive"
"98",2013-09-01,"Virginia",43.859649122807,33507,74.3,25.7,2013,8260405,11.7,"86090","3236",0.534706475183681,0.465293522079889,9,5.5,"positive"
"99",2013-09-01,"Washington",38.5964912280702,36213,84.1,15.9,2013,6971406,14.1,"76530","2799",0.546299036502706,0.453700974558521,9,6.6,"positive"
"100",2013-09-01,"West Virginia",61.1111111111111,17038,48.7,51.3,2013,1854304,18.4,"51230","3425",0.463092436210984,0.536907563515833,9,6.6,"negative"
"101",2013-09-01,"Wisconsin",55.5555555555556,32039,70.2,29.8,2013,5742713,13.5,"70350","2977",0.56871307851943,0.43128692215774,9,6.5,"positive"
"102",2013-09-01,"Wyoming",72.2222222222222,5018,64.8,35.2,2013,576412,10.9,"70920","4034",0.281076817099676,0.718923184920501,9,4.6,"positive"
"103",2013-10-01,"Alabama",46.2686567164179,51520,59,41,2013,4831586,18.9,"52690","2947",0.371084432827645,0.628915560733272,10,7.2,"positive"
"104",2013-10-01,"Alaska",64.1791044776119,8322,66,34,2013,737626,10.1,"77840","4203",NA,NA,10,6.9,"negative"
"105",2013-10-01,"Arizona",44.7761194029851,24148,89.8,10.2,2013,6634690,18.6,"64430","6151",0.457421397642461,0.542578606626829,10,7.6,"positive"
"106",2013-10-01,"Arkansas",47.7611940298507,19661,56.2,43.8,2013,2960459,19.4,"50830","3042",0.485670183935342,0.514329818645026,10,6.9,"positive"
"107",2013-10-01,"California",32.9268292682927,114595,95,5,2013,38253768,16.8,"73240","1557",0.605693922560972,0.394306074976096,10,8.6,"negative"
"108",2013-10-01,"Colorado",41.4634146341463,34371,86.2,13.8,2013,5270774,12.9,"80680","3565",0.537118041492574,0.462881962818244,10,6.4,"positive"
"109",2013-10-01,"Connecticut",35.3658536585366,20189,88,12,2013,3595792,10.7,"86300","3243",0.600984173317023,0.39901581397252,10,7.6,"negative"
"110",2013-10-01,"Delaware",32.9268292682927,2989,83.3,16.7,2013,924062,12.9,"66490","3165",0.609321909186348,0.390678092552418,10,6.2,"positive"
"111",2013-10-01,"District of Columbia",36.8421052631579,37,100,0,2013,651559,18.8,"77250","3924",NA,NA,10,8.2,"positive"
"112",2013-10-01,"Florida",35.7894736842105,79284,91.2,8.8,2013,19551678,17.1,"60970","2003",0.506046840880987,0.493953154510654,10,7.2,"positive"
"113",2013-10-01,"Georgia",37.8947368421053,38032,75.1,24.9,2013,9975592,19,"60400","2494",0.460714025034313,0.539285975819194,10,7.8,"positive"
"114",2013-10-01,"Hawaii",33.6842105263158,1325,91.9,8.1,2013,1408822,11.2,"78180","2810",0.723255582976073,0.276744399721539,10,4.7,"positive"
"115",2013-10-01,"Idaho",52.112676056338,10694,70.6,29.4,2013,1612053,15.6,"65910","4655",0.348252869777414,0.651747134904574,10,6.9,"positive"
"116",2013-10-01,"Illinois",35.2112676056338,101416,88.5,11.5,2013,12895778,14.6,"72820","2220",0.569863048052304,0.430136955607837,10,8.9,"positive"
"117",2013-10-01,"Indiana",54.9295774647887,43650,72.4,27.6,2013,6570575,15.8,"64360","4100",0.475393519173986,0.524606474879605,10,6.9,"positive"
"118",2013-10-01,"Iowa",50.7042253521127,11717,64,36,2013,3093935,12.6,"69840","2504",0.479734692312437,0.520265304512222,10,4.5,"positive"
"119",2013-10-01,"Kansas",44.3037974683544,15038,71.4,28.6,2013,2894306,13.9,"65550","1907",0.390787885416327,0.609212107743861,10,5.1,"positive"
"120",2013-10-01,"Kentucky",53.1645569620253,204305,58.4,41.6,2013,4406906,18.8,"53680","2386",0.42251425596455,0.577485749479251,10,7.8,"positive"
"121",2013-10-01,"Louisiana",44.3037974683544,28194,73,27,2013,4626040,20,"50450","3638",0.421286985632492,0.578713016360474,10,6,"positive"
"122",2013-10-01,"Maine",49.3670886075949,9707,38.7,61.3,2013,1328543,14,"63810","2487",0.463690091408051,0.536309921563641,10,6.4,"positive"
"123",2013-10-01,"Maryland",37.3737373737374,20526,87.2,12.8,2013,5925197,10.2,"83090","5584",0.64017074029504,0.359829268376843,10,6.3,"positive"
"124",2013-10-01,"Massachusetts",31.3131313131313,19891,92,8,2013,6715158,11.9,"80160","4400",0.625272564957777,0.374727420690005,10,6.5,"positive"
"125",2013-10-01,"Michigan",38.3838383838384,40320,74.6,25.4,2013,9914802,17,"62130","2838",0.566842757749861,0.433157230948374,10,8.5,"positive"
"126",2013-10-01,"Minnesota",45.4545454545455,43178,73.3,26.7,2013,5414722,11.2,"77550","2347",0.545767401485365,0.454232592796497,10,4.8,"positive"
"127",2013-10-01,"Mississippi",45.5882352941177,18028,51.2,48.8,2013,2989839,23.9,"52010","2730",0.345814346274838,0.654185652474553,10,8.3,"positive"
"128",2013-10-01,"Missouri",47.0588235294118,42480,70.5,29.5,2013,6042989,15.8,"64060","4708",0.461373832407828,0.538626160039582,10,6.6,"positive"
"129",2013-10-01,"Montana",69.1176470588235,12038,55.9,44.1,2013,1014158,16.1,"56190","4140",0.520302766325178,0.479697235390665,10,5.2,"positive"
"130",2013-10-01,"Nebraska",45.5882352941177,6517,73.1,26.9,2013,1855525,12.9,"68470","2311",0.410154419991512,0.589845565903179,10,3.6,"positive"
"131",2013-10-01,"Nevada",52.6315789473684,9800,94.2,5.8,2013,2790136,15.8,"57760","3603",0.544294247052185,0.455705733534314,10,9.5,"positive"
"132",2013-10-01,"New Hampshire",50,11318,60.3,39.7,2013,1323459,9,"90810","4152",0.483197516128394,0.516802473714856,10,5.1,"positive"
"133",2013-10-01,"New Jersey",26.3157894736842,9341,94.7,5.3,2013,8882190,11.4,"78660","3893",0.576685162404114,0.423314833527291,10,7.8,"positive"
"134",2013-10-01,"New Mexico",50,12018,77.4,22.6,2013,2085286,21.4,"53640","3399",0.562666284257147,0.437333702228759,10,6.8,"positive"
"135",2013-10-01,"New York",23.1707317073171,30402,91.9,8.1,2013,19570261,16,"68550","2091",0.646760293014104,0.353239705953295,10,7.5,"positive"
"136",2013-10-01,"North Carolina",42.6829268292683,40850,66.1,33.9,2013,9746170,17.8,"52470","2620",0.485831716513836,0.51416828145546,10,6.6,"negative"
"137",2013-10-01,"North Dakota",51.219512195122,8511,59.9,40.1,2013,723393,11.6,"67340","3645",0.456466864048467,0.543533140397963,10,2.8,"positive"
"138",2013-10-01,"Ohio",41.4634146341463,48416,77.9,22.1,2013,11594163,15.9,"59070","1765",0.502464495867421,0.497535494803756,10,7.2,"positive"
"139",2013-10-01,"Oklahoma",54.2857142857143,27268,66.2,33.8,2013,3849733,16.7,"55740","5201",0.337539612216696,0.662460377232787,10,5.1,"positive"
"140",2013-10-01,"Oregon",20,19484,81,19,2013,3892387,16.5,"71690","2574",0.570060640990148,0.429939360117229,10,7.3,"positive"
"141",2013-10-01,"Pennsylvania",37.1428571428571,79205,78.7,21.3,2013,12788956,13.7,"68690","2045",0.541293805356011,0.458706184206972,10,6.8,"positive"
"142",2013-10-01,"Rhode Island",38.5714285714286,1862,96,4,2013,1051165,14.7,"73610","2718",0.641037777733131,0.358962215433013,10,9.4,"positive"
"143",2013-10-01,"South Carolina",47.3684210526316,21704,66.3,33.7,2013,4774839,18.5,"55700","3781",0.404985671541685,0.595014324673895,10,6.8,"positive"
"144",2013-10-01,"South Dakota",47.3684210526316,8534,56.7,43.3,2013,844877,14,"69330","3858",0.472000110678939,0.527999889455888,10,3.6,"positive"
"145",2013-10-01,"Tennessee",51.3157894736842,42522,69.1,30.9,2013,6456243,17.8,"54110","3736",0.404634601118546,0.595365397476777,10,7.3,"positive"
"146",2013-10-01,"Texas",42.1052631578947,124834,84.7,15.3,2013,26448193,17.5,"67510","2054",0.418573661440807,0.581426340009488,10,6.1,"positive"
"147",2013-10-01,"Utah",63.1578947368421,17812,90.6,9.4,2013,2903379,12.6,"80170","5267",0.304407380148678,0.695592609995092,10,4,"positive"
"148",2013-10-01,"Vermont",45.6140350877193,2951,33.3,66.7,2013,626630,12.3,"69830","3795",0.682249515507145,0.317750482068125,10,4.3,"positive"
"149",2013-10-01,"Virginia",45.6140350877193,36623,74.3,25.7,2013,8260405,11.7,"86090","3236",0.534706475183681,0.465293522079889,10,5.4,"positive"
"150",2013-10-01,"Washington",38.5964912280702,41311,84.1,15.9,2013,6971406,14.1,"76530","2799",0.546299036502706,0.453700974558521,10,6.5,"positive"
"151",2013-10-01,"West Virginia",61.1111111111111,19865,48.7,51.3,2013,1854304,18.4,"51230","3425",0.463092436210984,0.536907563515833,10,6.7,"negative"
"152",2013-10-01,"Wisconsin",40.7407407407407,35951,70.2,29.8,2013,5742713,13.5,"70350","2977",0.56871307851943,0.43128692215774,10,6.4,"positive"
"153",2013-10-01,"Wyoming",66.6666666666667,4629,64.8,35.2,2013,576412,10.9,"70920","4034",0.281076817099676,0.718923184920501,10,4.6,"positive"
"154",2013-11-01,"Alabama",53.7313432835821,59213,59,41,2013,4831586,18.9,"52690","2947",0.371084432827645,0.628915560733272,11,7.2,"positive"
"155",2013-11-01,"Alaska",76.1194029850746,6868,66,34,2013,737626,10.1,"77840","4203",NA,NA,11,6.9,"negative"
"156",2013-11-01,"Arizona",52.2388059701493,26839,89.8,10.2,2013,6634690,18.6,"64430","6151",0.457421397642461,0.542578606626829,11,7.5,"positive"
"157",2013-11-01,"Arkansas",59.7014925373134,24393,56.2,43.8,2013,2960459,19.4,"50830","3042",0.485670183935342,0.514329818645026,11,6.7,"positive"
"158",2013-11-01,"California",34.1463414634146,109140,95,5,2013,38253768,16.8,"73240","1557",0.605693922560972,0.394306074976096,11,8.5,"negative"
"159",2013-11-01,"Colorado",45.1219512195122,37908,86.2,13.8,2013,5270774,12.9,"80680","3565",0.537118041492574,0.462881962818244,11,6.2,"positive"
"160",2013-11-01,"Connecticut",37.8048780487805,22530,88,12,2013,3595792,10.7,"86300","3243",0.600984173317023,0.39901581397252,11,7.5,"negative"
"161",2013-11-01,"Delaware",46.3414634146341,3354,83.3,16.7,2013,924062,12.9,"66490","3165",0.609321909186348,0.390678092552418,11,6.2,"positive"
"162",2013-11-01,"District of Columbia",35.7894736842105,35,100,0,2013,651559,18.8,"77250","3924",NA,NA,11,8.1,"positive"
"163",2013-11-01,"Florida",38.9473684210526,86342,91.2,8.8,2013,19551678,17.1,"60970","2003",0.506046840880987,0.493953154510654,11,7.1,"positive"
"164",2013-11-01,"Georgia",45.2631578947368,43059,75.1,24.9,2013,9975592,19,"60400","2494",0.460714025034313,0.539285975819194,11,7.7,"positive"
"165",2013-11-01,"Hawaii",30.5263157894737,1103,91.9,8.1,2013,1408822,11.2,"78180","2810",0.723255582976073,0.276744399721539,11,4.7,"positive"
"166",2013-11-01,"Idaho",59.1549295774648,10703,70.6,29.4,2013,1612053,15.6,"65910","4655",0.348252869777414,0.651747134904574,11,6.4,"positive"
"167",2013-11-01,"Illinois",40.8450704225352,90868,88.5,11.5,2013,12895778,14.6,"72820","2220",0.569863048052304,0.430136955607837,11,8.7,"positive"
"168",2013-11-01,"Indiana",64.7887323943662,51526,72.4,27.6,2013,6570575,15.8,"64360","4100",0.475393519173986,0.524606474879605,11,6.7,"positive"
"169",2013-11-01,"Iowa",57.7464788732394,12076,64,36,2013,3093935,12.6,"69840","2504",0.479734692312437,0.520265304512222,11,4.5,"positive"
"170",2013-11-01,"Kansas",54.4303797468354,18670,71.4,28.6,2013,2894306,13.9,"65550","1907",0.390787885416327,0.609212107743861,11,5,"positive"
"171",2013-11-01,"Kentucky",60.7594936708861,208696,58.4,41.6,2013,4406906,18.8,"53680","2386",0.42251425596455,0.577485749479251,11,7.7,"positive"
"172",2013-11-01,"Louisiana",53.1645569620253,33765,73,27,2013,4626040,20,"50450","3638",0.421286985632492,0.578713016360474,11,5.8,"positive"
"173",2013-11-01,"Maine",55.6962025316456,8004,38.7,61.3,2013,1328543,14,"63810","2487",0.463690091408051,0.536309921563641,11,6.3,"positive"
"174",2013-11-01,"Maryland",34.3434343434343,18413,87.2,12.8,2013,5925197,10.2,"83090","5584",0.64017074029504,0.359829268376843,11,6.2,"positive"
"175",2013-11-01,"Massachusetts",31.3131313131313,18506,92,8,2013,6715158,11.9,"80160","4400",0.625272564957777,0.374727420690005,11,6.4,"positive"
"176",2013-11-01,"Michigan",45.4545454545455,39996,74.6,25.4,2013,9914802,17,"62130","2838",0.566842757749861,0.433157230948374,11,8.4,"positive"
